# t, hp, hx
1.360415166399999987e-01 -2.478926655199999995e-01 3.865489418099999908e-01
1.360655312000000061e-01 -2.618513653799999785e-01 3.896834944400000000e-01
1.360895418799999979e-01 -2.764946332700000120e-01 3.919913131100000170e-01
1.361135552199999876e-01 -2.917107430599999995e-01 3.936703994599999867e-01
1.361375706899999871e-01 -3.073990817300000233e-01 3.948759833100000116e-01
1.361615956999999988e-01 -3.234283984299999859e-01 3.957065621399999955e-01
1.361856141499999950e-01 -3.398095453900000229e-01 3.962834327399999967e-01
1.362096331000000049e-01 -3.564065473299999898e-01 3.966345500299999771e-01
1.362336578599999959e-01 -3.730019408799999936e-01 3.967653643499999827e-01
1.362576718000000076e-01 -3.895668328799999913e-01 3.967518398700000115e-01
1.362816839000000058e-01 -4.059786551599999793e-01 3.966902207499999888e-01
1.363057058999999904e-01 -4.220659284100000130e-01 3.966737616800000144e-01
1.363297359700000044e-01 -4.377476945800000130e-01 3.968218002000000189e-01
1.363537587299999965e-01 -4.529313269799999930e-01 3.971870260200000002e-01
1.363777720000000082e-01 -4.673498059699999763e-01 3.977389450600000154e-01
1.364017877300000015e-01 -4.806755502500000277e-01 3.984337191299999748e-01
1.364257967999999988e-01 -4.928079677900000233e-01 3.992027536100000162e-01
1.364498271500000082e-01 -5.037367822199999567e-01 3.999923919500000258e-01
1.364738407599999925e-01 -5.133610702399999948e-01 4.007135505300000178e-01
1.364978529099999949e-01 -5.214974532699999665e-01 4.012383222600000021e-01
1.365218710599999941e-01 -5.281319258700000185e-01 4.015585253899999763e-01
1.365458829200000002e-01 -5.333267980600000513e-01 4.017486387699999995e-01
1.365699025600000116e-01 -5.370125944300000453e-01 4.017947787000000215e-01
1.365939189800000064e-01 -5.392400563900000554e-01 4.016018630400000067e-01
1.366179460499999943e-01 -5.400991235700000059e-01 4.011644965400000262e-01
1.366419688199999871e-01 -5.396133913299999696e-01 4.005645400200000261e-01
1.366659899700000125e-01 -5.379064920199999600e-01 3.998168626399999925e-01
1.366900155699999897e-01 -5.352793360900000019e-01 3.988943734800000085e-01
1.367140279800000136e-01 -5.321213046399999591e-01 3.978104818300000067e-01
1.367380441300000138e-01 -5.287095047700000050e-01 3.966045876500000067e-01
1.367620732300000030e-01 -5.252995139999999674e-01 3.952449885200000068e-01
1.367861008300000070e-01 -5.222486187699999505e-01 3.936807578400000063e-01
1.368101371899999863e-01 -5.198859006099999513e-01 3.918081246499999781e-01
1.368341541199999956e-01 -5.183883892599999710e-01 3.894217869400000143e-01
1.368581775499999875e-01 -5.179318684000000506e-01 3.863419704300000146e-01
1.368821956500000103e-01 -5.187162377399999746e-01 3.824726276200000052e-01
1.369062256299999891e-01 -5.208377464400000267e-01 3.776117164000000193e-01
1.369302530100000026e-01 -5.244000706100000464e-01 3.714814241500000169e-01
1.369542767599999933e-01 -5.294518372600000022e-01 3.640197439899999776e-01
1.369783018700000132e-01 -5.358794794300000275e-01 3.552431107999999838e-01
1.370018345500000068e-01 -5.437326041100000174e-01 3.448650746999999961e-01
1.370258869200000063e-01 -5.526966551699999952e-01 3.332269497400000002e-01
1.370499141800000098e-01 -5.627160478699999580e-01 3.200393828800000007e-01
1.370739460900000095e-01 -5.733335883200000316e-01 3.053173230099999746e-01
1.370979665800000080e-01 -5.843236053300000510e-01 2.893002413499999870e-01
1.371219898100000112e-01 -5.955643428000000350e-01 2.723253209200000025e-01
1.371460103699999877e-01 -6.068873435599999588e-01 2.544430235399999796e-01
1.371700302599999921e-01 -6.181017645699999896e-01 2.357176877799999903e-01
1.371940556700000091e-01 -6.290561429900000112e-01 2.164230366899999869e-01
1.372180839999999902e-01 -6.395903737900000552e-01 1.968563660000000048e-01
1.372421023000000018e-01 -6.496161956299999485e-01 1.771902951100000068e-01
1.372661251700000029e-01 -6.590535262700000230e-01 1.576589514299999994e-01
1.372901572100000134e-01 -6.678102826299999739e-01 1.384402383599999953e-01
1.373141857300000102e-01 -6.757933438800000081e-01 1.197103725600000002e-01
1.373382048400000055e-01 -6.830121362900000159e-01 1.017046059800000013e-01
1.373622367700000069e-01 -6.896378165900000079e-01 8.446114290999999497e-02
1.373862632700000030e-01 -6.957563611999999509e-01 6.807980950399999953e-02
1.374103000899999927e-01 -7.013313357999999553e-01 5.273929977800000113e-02
1.374343336799999926e-01 -7.064126049600000234e-01 3.834745642699999985e-02
1.374583556300000009e-01 -7.110973672799999479e-01 2.495663775899999853e-02
1.374823796999999903e-01 -7.155224948299999665e-01 1.270228820400000000e-02
1.375064060600000027e-01 -7.198029194499999672e-01 1.664952834700000016e-03
1.375304321699999943e-01 -7.240049124099999789e-01 -7.971731418199999933e-03
1.375544591300000008e-01 -7.281271454100000096e-01 -1.617364966500000126e-02
1.375784898599999861e-01 -7.321387497200000372e-01 -2.295970125199999975e-02
1.376025128599999980e-01 -7.360230499700000095e-01 -2.819219919900000162e-02
1.376265340199999965e-01 -7.397268617500000198e-01 -3.168053943299999758e-02
1.376505696199999962e-01 -7.431841849100000452e-01 -3.342080984600000193e-02
1.376746046700000059e-01 -7.462691490899999724e-01 -3.337186253300000044e-02
1.376986286599999887e-01 -7.486774092500000366e-01 -3.138056594799999710e-02
1.377226503400000024e-01 -7.500106102300000410e-01 -2.732921980699999989e-02
1.377466697699999965e-01 -7.499912844499999620e-01 -2.113600738900000067e-02
1.377706905799999937e-01 -7.485041048199999603e-01 -1.272284098500000085e-02
1.377947165700000032e-01 -7.453614196600000241e-01 -1.999374291600000166e-03
1.378187426799999948e-01 -7.402224585300000159e-01 1.115585202700000028e-02
1.378427711399999867e-01 -7.327855610200000314e-01 2.684082363200000071e-02
1.378668070799999867e-01 -7.229174812999999977e-01 4.504581350200000112e-02
1.378908463000000084e-01 -7.105146879699999474e-01 6.576391201900000372e-02
1.379148654200000046e-01 -6.954077360299999455e-01 8.889278459799999921e-02
1.379388951899999938e-01 -6.775063674100000322e-01 1.142580266399999961e-01
1.379629254799999982e-01 -6.567591899600000449e-01 1.417940014799999870e-01
1.379869581700000070e-01 -6.331301672400000413e-01 1.712701450499999889e-01
1.380109649700000107e-01 -6.066083245200000196e-01 2.023348326399999897e-01
1.380349773300000027e-01 -5.773248273500000138e-01 2.345939410300000028e-01
1.380590029900000126e-01 -5.453209336400000051e-01 2.676015360999999815e-01
1.380830275899999904e-01 -5.107231434000000236e-01 3.009111473100000156e-01
1.381070631100000112e-01 -4.737294547500000008e-01 3.342176677900000059e-01
1.381311028599999935e-01 -4.345025864500000057e-01 3.671764894599999773e-01
1.381551316000000085e-01 -3.932931997999999929e-01 3.992794264000000259e-01
1.381791648200000056e-01 -3.502676369200000139e-01 4.299527031300000024e-01
1.382031922599999962e-01 -3.054578606500000237e-01 4.587894378799999839e-01
1.382272227599999903e-01 -2.590867133800000000e-01 4.855921313000000072e-01
1.382512499100000125e-01 -2.114056915799999992e-01 5.101738317999999772e-01
1.382752751799999902e-01 -1.626267387700000011e-01 5.323425129100000097e-01
1.382993094899999942e-01 -1.129205458399999973e-01 5.519887706399999594e-01
1.383233456300000108e-01 -6.244216433500000135e-02 5.688720815100000161e-01
1.383473799599999887e-01 -1.149328345700000031e-02 5.827796164899999853e-01
1.383714064500000118e-01 3.978569988200000157e-02 5.936338547799999699e-01
1.383954434599999894e-01 9.124953886499999334e-02 6.014196732500000087e-01
1.384194742200000050e-01 1.427205107299999998e-01 6.061845261799999607e-01
1.384435123399999912e-01 1.940228829200000005e-01 6.080558490499999857e-01
1.384675534400000019e-01 2.448858492900000128e-01 6.073121532099999831e-01
1.384915911500000096e-01 2.948728395199999852e-01 6.041775150100000547e-01
1.385156155900000019e-01 3.436222141099999905e-01 5.987550902099999517e-01
1.385396483100000131e-01 3.908710741799999999e-01 5.912034202499999447e-01
1.385636862999999885e-01 4.363777708300000113e-01 5.817843539000000508e-01
1.385877199899999968e-01 4.799160168000000115e-01 5.707061526400000195e-01
1.386117616499999983e-01 5.211757193299999535e-01 5.581621694399999667e-01
1.386357976100000000e-01 5.598068716899999853e-01 5.442335527699999620e-01
1.386598196200000133e-01 5.956385394100000008e-01 5.289679347000000309e-01
1.386838500600000024e-01 6.285752246200000393e-01 5.124452322500000490e-01
1.387078960099999980e-01 6.584113935700000031e-01 4.946827073100000249e-01
1.387319319399999973e-01 6.848725004000000283e-01 4.757859977000000185e-01
1.387559651699999952e-01 7.078368180799999854e-01 4.559370483499999849e-01
1.387799978900000064e-01 7.274188930899999628e-01 4.351799230599999735e-01
1.388040281500000084e-01 7.437568907199999524e-01 4.134828763699999743e-01
1.388280567100000085e-01 7.570595610500000516e-01 3.909611241400000048e-01
1.388520943400000096e-01 7.675540152800000016e-01 3.677792792699999813e-01
1.388761299900000135e-01 7.753513254199999594e-01 3.439904174000000259e-01
1.389001729000000074e-01 7.806215142900000403e-01 3.197524805199999931e-01
1.389242111800000068e-01 7.836055839100000142e-01 2.951986344199999945e-01
1.389482470099999978e-01 7.845084651499999451e-01 2.703988886600000030e-01
1.389722755099999929e-01 7.836184589500000408e-01 2.454824933900000006e-01
1.389963135700000019e-01 7.811575437600000171e-01 2.207666218300000094e-01
1.390199056099999941e-01 7.771090735200000266e-01 1.958751742900000092e-01
1.390439348099999917e-01 7.716358593200000060e-01 1.713979730500000132e-01
1.390679783700000116e-01 7.647786107799999789e-01 1.468726464900000084e-01
1.390920209500000060e-01 7.566540329099999962e-01 1.224736056199999951e-01
1.391160516299999872e-01 7.472328426300000048e-01 9.821246984800000024e-02
1.391400930799999991e-01 7.365453145000000479e-01 7.409705868099999981e-02
1.391641314400000051e-01 7.246967318500000532e-01 5.006922592899999691e-02
1.391881618699999934e-01 7.117757532799999787e-01 2.610020889099999922e-02
1.392122133200000000e-01 6.977175847900000116e-01 2.215668405199999920e-03
1.392362497899999885e-01 6.823747686000000146e-01 -2.170693232000000042e-02
1.392602798900000050e-01 6.656575564900000241e-01 -4.575004520900000093e-02
1.392843094000000004e-01 6.473303271800000536e-01 -7.003799471699999335e-02
1.393083613899999962e-01 6.271433172400000533e-01 -9.466297210500000670e-02
1.393323964500000067e-01 6.050012537600000240e-01 -1.195501141599999984e-01
1.393564411500000100e-01 5.809397147299999453e-01 -1.446754475200000001e-01
1.393804901600000090e-01 5.549721133599999634e-01 -1.702724353800000034e-01
1.394045274800000123e-01 5.272086927700000425e-01 -1.965070411000000017e-01
1.394285599200000003e-01 4.976652446200000024e-01 -2.234808155699999910e-01
1.394525960100000128e-01 4.663487062500000224e-01 -2.512172857800000214e-01
1.394766437000000137e-01 4.335233121200000039e-01 -2.797112810099999791e-01
1.395006907699999910e-01 3.995048677199999898e-01 -3.090033487300000159e-01
1.395247224800000019e-01 3.645286341100000271e-01 -3.392233034300000116e-01
1.395487583299999945e-01 3.288396072099999956e-01 -3.704520715799999864e-01
1.395727936199999963e-01 2.926061030600000112e-01 -4.026950969499999977e-01
1.395968333200000022e-01 2.560151285500000262e-01 -4.360501627799999724e-01
1.396208771999999931e-01 2.193715554300000037e-01 -4.705057420100000054e-01
1.396449201199999879e-01 1.829825682400000042e-01 -5.059871492499999901e-01
1.396689631199999893e-01 1.472145846700000094e-01 -5.423178878600000141e-01
1.396929996700000121e-01 1.124207778700000021e-01 -5.792475327299999588e-01
1.397170392900000113e-01 7.877813288700000194e-02 -6.164500423700000065e-01
1.397410743599999949e-01 4.658154341100000095e-02 -6.535789583800000191e-01
1.397651203399999931e-01 1.635256487400000083e-02 -6.903174984900000144e-01
1.397891667299999974e-01 -1.146178493699999933e-02 -7.262675997899999958e-01
1.398132079299999886e-01 -3.660089476899999750e-02 -7.609422795900000480e-01
1.398372544800000061e-01 -5.891824156799999740e-02 -7.939088258099999962e-01
1.398612933599999997e-01 -7.834095490999999634e-02 -8.248822025599999996e-01
1.398853355699999912e-01 -9.486534471400000224e-02 -8.535690897700000113e-01
1.399093896199999909e-01 -1.085797837899999951e-01 -8.795473880899999930e-01
1.399334293499999993e-01 -1.196233909600000062e-01 -9.024155349800000447e-01
1.399574755200000131e-01 -1.281879344000000087e-01 -9.219450230300000326e-01
1.399815312200000106e-01 -1.345902495600000137e-01 -9.379395258799999580e-01
1.400055155599999879e-01 -1.391854613799999862e-01 -9.501794810300000504e-01
1.400295776899999900e-01 -1.423024030299999965e-01 -9.584330101900000454e-01
1.400536345900000035e-01 -1.443478660899999988e-01 -9.627095167700000511e-01
1.400776830400000117e-01 -1.458028321400000049e-01 -9.629835889500000246e-01
1.401017295199999957e-01 -1.471148587099999905e-01 -9.592760502499999564e-01
1.401257784699999898e-01 -1.485330828399999969e-01 -9.516255805800000189e-01
1.401498329900000006e-01 -1.501623012599999918e-01 -9.400262574800000159e-01
1.401738843299999981e-01 -1.519904068400000086e-01 -9.246066876499999809e-01
1.401979321300000081e-01 -1.539568286000000119e-01 -9.055983438600000435e-01
1.402219804200000031e-01 -1.560591908400000005e-01 -8.832576524099999826e-01
1.402460282399999869e-01 -1.581086292999999976e-01 -8.577731092500000543e-01
1.402700788500000073e-01 -1.598216951699999999e-01 -8.292177680300000242e-01
1.402941281700000042e-01 -1.610029128699999867e-01 -7.977323004499999870e-01
1.403181742000000065e-01 -1.614211183200000010e-01 -7.635477605099999510e-01
1.403422237799999972e-01 -1.607136447899999987e-01 -7.267634122499999627e-01
1.403662773500000127e-01 -1.583634608199999960e-01 -6.874655938200000538e-01
1.403903342099999951e-01 -1.538100453600000084e-01 -6.457875982699999851e-01
1.404143831599999892e-01 -1.466101134099999925e-01 -6.017843488999999879e-01
1.404384411300000080e-01 -1.363943634299999985e-01 -5.557246057800000472e-01
1.404624814200000071e-01 -1.227196787100000019e-01 -5.078284290100000264e-01
1.404865363399999956e-01 -1.052604541099999985e-01 -4.583026720100000229e-01
1.405105916200000138e-01 -8.375133821800000156e-02 -4.072374500800000074e-01
1.405346465600000039e-01 -5.803459659199999843e-02 -3.549617280599999813e-01
1.405586988299999951e-01 -2.799707483599999866e-02 -3.019484238999999848e-01
1.405827494000000122e-01 6.372502818400000053e-03 -2.485237836599999972e-01
1.406068016700000034e-01 4.485741872300000321e-02 -1.949904554399999879e-01
1.406308580800000041e-01 8.708831078400000592e-02 -1.416824425800000120e-01
1.406549183999999952e-01 1.326993357900000114e-01 -8.902743525200000618e-02
1.406789764199999904e-01 1.814356706599999924e-01 -3.752417114800000314e-02
1.407030388799999920e-01 2.327636416199999891e-01 1.241946440500000040e-02
1.407270903299999987e-01 2.860506930000000225e-01 6.041833643800000042e-02
1.407511402699999914e-01 3.407109128099999884e-01 1.060726639799999954e-01
1.407751844500000071e-01 3.962739816599999965e-01 1.492062688199999876e-01
1.407992471900000042e-01 4.521026295000000195e-01 1.895830205900000121e-01
1.408233015700000035e-01 5.075102604400000272e-01 2.270224324400000049e-01
1.408473575099999930e-01 5.618284265299999802e-01 2.613599317199999938e-01
1.408714152799999952e-01 6.145560949399999640e-01 2.924885780500000032e-01
1.408954704300000027e-01 6.652193370000000217e-01 3.203491053199999938e-01
1.409195261600000026e-01 7.134053770199999533e-01 3.451079980399999747e-01
1.409435709999999897e-01 7.588580965100000242e-01 3.669905974800000137e-01
1.409676270299999867e-01 8.012367216800000413e-01 3.859911017300000080e-01
1.409916884899999889e-01 8.403523593799999691e-01 4.020534778800000097e-01
1.410157348399999899e-01 8.761488313799999927e-01 4.151567167999999919e-01
1.410397689100000018e-01 9.085362246899999494e-01 4.253740796200000118e-01
1.410638217899999880e-01 9.374108829299999668e-01 4.329651853900000069e-01
1.410878774300000082e-01 9.629364482200000186e-01 4.382232875900000102e-01
1.411119372400000127e-01 9.853797825300000257e-01 4.414124493300000118e-01
1.411360014599999935e-01 1.004906926100000097e+00 4.428172867899999865e-01
1.411600684700000108e-01 1.021801958299999979e+00 4.427117152600000272e-01
1.411841307900000009e-01 1.036321775000000001e+00 4.414680611599999804e-01
1.412081817999999989e-01 1.048651916100000081e+00 4.394881484300000030e-01
1.412322317099999891e-01 1.059172253100000072e+00 4.370261712899999873e-01
1.412562936800000057e-01 1.068213709799999966e+00 4.344115032900000006e-01
1.412803489099999921e-01 1.076035920100000043e+00 4.321680752400000047e-01
1.413044174699999989e-01 1.083040784400000067e+00 4.306378863599999995e-01
1.413284621600000013e-01 1.089572434499999964e+00 4.300344893799999957e-01
1.413525202800000047e-01 1.095747921999999930e+00 4.304919708900000197e-01
1.413765786099999977e-01 1.101709237699999955e+00 4.320099080300000005e-01
1.414006393599999967e-01 1.107416294899999931e+00 4.345711109300000041e-01
1.414247014499999955e-01 1.112675051599999909e+00 4.380657249600000136e-01
1.414487541099999912e-01 1.117305274500000056e+00 4.423734679999999919e-01
1.414728164100000074e-01 1.121123390199999958e+00 4.472635698899999901e-01
1.414968821099999996e-01 1.123855944800000062e+00 4.523654402300000266e-01
1.415209274600000011e-01 1.125169267199999990e+00 4.574922451399999757e-01
1.415449893500000111e-01 1.124736091399999971e+00 4.624073956399999963e-01
1.415690553500000004e-01 1.122200993599999919e+00 4.667318633199999955e-01
1.415931123899999977e-01 1.117255010000000048e+00 4.702498856399999760e-01
1.416171747199999886e-01 1.109627992899999915e+00 4.728150373000000184e-01
1.416412323400000062e-01 1.099045239500000104e+00 4.743065198900000001e-01
1.416652927600000056e-01 1.085396347000000095e+00 4.745959052200000028e-01
1.416893605300000025e-01 1.068758584200000028e+00 4.735197305100000142e-01
1.417134280100000032e-01 1.049184731099999990e+00 4.711135719999999805e-01
1.417374889799999926e-01 1.026749949500000092e+00 4.674640238300000195e-01
1.417615502000000027e-01 1.001701277700000059e+00 4.625658353300000081e-01
1.417856132599999985e-01 9.744617965299999796e-01 4.562862074799999834e-01
1.418096625999999971e-01 9.454848342799999639e-01 4.484626467799999738e-01
1.418337172899999943e-01 9.152091845199999964e-01 4.390177830199999964e-01
1.418577877399999909e-01 8.840158633300000401e-01 4.279890904199999957e-01
1.418818521499999874e-01 8.523025993699999692e-01 4.154749920999999957e-01
1.419059143699999970e-01 8.205802563299999797e-01 4.015166009300000227e-01
1.419299863600000100e-01 7.893516842700000202e-01 3.862556940099999836e-01
1.419540422199999929e-01 7.588741633400000186e-01 3.698186697699999970e-01
1.419781002100000133e-01 7.294868812000000480e-01 3.523077869699999809e-01
1.420019868400000107e-01 7.012925250999999527e-01 3.336901092999999818e-01
1.420260642500000003e-01 6.747339751199999958e-01 3.142745586899999832e-01
1.420500934900000012e-01 6.497456419699999541e-01 2.940233687400000129e-01
1.420740918199999980e-01 6.265300203300000481e-01 2.732196862299999807e-01
1.420981974499999911e-01 6.052844935800000270e-01 2.520620641599999878e-01
1.421221323100000100e-01 5.857693529199999860e-01 2.303069210800000044e-01
1.421462401099999884e-01 5.683135833100000367e-01 2.082728519800000067e-01
1.421702056199999897e-01 5.529419269499999956e-01 1.855918487400000094e-01
1.421941563999999936e-01 5.396254417400000447e-01 1.620243311800000086e-01
1.422184796000000029e-01 5.285861523899999526e-01 1.376954357600000123e-01
1.422424395999999924e-01 5.198266070100000524e-01 1.118716176799999934e-01
1.422665304200000091e-01 5.136152883000000280e-01 8.480687873099999885e-02
1.422904738200000130e-01 5.098591080700000111e-01 5.602322762499999803e-02
1.423144307800000008e-01 5.085979099399999814e-01 2.583795027299999950e-02
1.423381376900000050e-01 5.097773253699999785e-01 -6.477209012600000301e-03
1.423625371799999983e-01 5.131157360100000453e-01 -4.004821140900000076e-02
1.423867172899999922e-01 5.183467492500000162e-01 -7.549017937799999689e-02
1.424108045799999944e-01 5.251852460100000508e-01 -1.120707576100000019e-01
1.424349201800000075e-01 5.334957584199999658e-01 -1.495418599299999929e-01
1.424589102899999904e-01 5.431653012099999511e-01 -1.879017134500000075e-01
1.424830363700000102e-01 5.538035803299999893e-01 -2.266130742399999898e-01
1.425071350899999867e-01 5.651172713000000014e-01 -2.655437662299999779e-01
1.425311457500000045e-01 5.767986643800000479e-01 -3.043390310899999895e-01
1.425551922399999893e-01 5.885101471200000489e-01 -3.426632522699999961e-01
1.425791431800000064e-01 6.001496360400000452e-01 -3.803471807400000126e-01
1.426030243199999936e-01 6.116915938700000499e-01 -4.173297912100000229e-01
1.426272556500000066e-01 6.227706542600000006e-01 -4.531288002900000222e-01
1.426513192399999908e-01 6.332717089299999547e-01 -4.880470400199999892e-01
1.426753271300000014e-01 6.428918755100000437e-01 -5.212779067699999658e-01
1.426990449299999908e-01 6.516676155899999712e-01 -5.532721308500000434e-01
1.427233638800000093e-01 6.591879912700000510e-01 -5.831254805200000169e-01
1.427475445399999932e-01 6.654686121199999693e-01 -6.111031685900000232e-01
1.427717697700000010e-01 6.702870342000000203e-01 -6.362208714399999465e-01
1.427958315099999986e-01 6.735694133299999775e-01 -6.582323307599999840e-01
1.428199066899999981e-01 6.753014125799999823e-01 -6.766164031700000470e-01
1.428437937400000024e-01 6.754858094700000315e-01 -6.912851252799999680e-01
1.428678879899999976e-01 6.740156489399999895e-01 -7.019305885400000111e-01
1.428920054299999964e-01 6.708334425699999937e-01 -7.085722386499999637e-01
1.429159980599999935e-01 6.658367049200000221e-01 -7.111307658400000120e-01
1.429398674100000044e-01 6.588661200500000037e-01 -7.096224394000000268e-01
1.429641321600000070e-01 6.499713770799999679e-01 -7.042737363300000109e-01
1.429881429300000062e-01 6.389665218400000235e-01 -6.951691180300000328e-01
1.430121806000000106e-01 6.258414285900000262e-01 -6.825019823900000393e-01
1.430364171500000114e-01 6.105739327200000455e-01 -6.666156471299999886e-01
1.430604638000000095e-01 5.930793148699999850e-01 -6.476983407599999909e-01
1.430845762600000126e-01 5.736478944599999741e-01 -6.263333588099999627e-01
1.431085652400000130e-01 5.521823452899999873e-01 -6.026747180100000545e-01
1.431326550700000033e-01 5.288693102699999482e-01 -5.770179317500000460e-01
1.431566726400000100e-01 5.035461811700000512e-01 -5.492766488900000521e-01
1.431807084199999969e-01 4.765226936299999938e-01 -5.200376366000000194e-01
1.432045831900000121e-01 4.476258529900000172e-01 -4.891846301200000191e-01
1.432287782199999915e-01 4.173543969199999815e-01 -4.572449075800000262e-01
1.432527232299999898e-01 3.853829342999999796e-01 -4.238037966600000095e-01
1.432768259399999911e-01 3.525664197100000230e-01 -3.897298085199999984e-01
1.433009530799999875e-01 3.191008311699999878e-01 -3.555035790800000206e-01
1.433247341899999971e-01 2.846695842699999979e-01 -3.209519391699999780e-01
1.433490060900000085e-01 2.503176632599999896e-01 -2.871909585799999887e-01
1.433730543600000018e-01 2.154413905600000012e-01 -2.538525923800000195e-01
1.433972424799999923e-01 1.809016092400000109e-01 -2.220695091999999871e-01
1.434212625000000074e-01 1.462799920199999992e-01 -1.918014323099999918e-01
1.434453504900000120e-01 1.118079973000000032e-01 -1.637435334800000086e-01
1.434694061900000095e-01 7.715716468399999584e-02 -1.381525551499999949e-01
1.434934763700000115e-01 4.241368695699999913e-02 -1.152418893299999997e-01
1.435175532899999884e-01 7.700932586799999827e-03 -9.504535951900000557e-02
1.435415584899999986e-01 -2.706712663399999871e-02 -7.754690088400000014e-02
1.435656249199999956e-01 -6.185661019299999730e-02 -6.259330298100000689e-02
1.435897175499999956e-01 -9.679291762899999707e-02 -4.975912388599999792e-02
1.436138144599999888e-01 -1.316727531200000134e-01 -3.858798196999999736e-02
1.436378101299999877e-01 -1.663330700500000037e-01 -2.858002764699999962e-02
1.436618859999999887e-01 -2.002763927800000066e-01 -1.954030133700000033e-02
1.436859406600000111e-01 -2.333271229299999916e-01 -1.113746573599999970e-02
1.437099957300000119e-01 -2.651545118299999948e-01 -2.840153229700000115e-03
1.437339696999999916e-01 -2.956153531199999795e-01 5.822429101599999740e-03
1.437580698600000040e-01 -3.240332141699999724e-01 1.501417833400000082e-02
1.437820683899999896e-01 -3.502108748900000235e-01 2.511973892199999975e-02
1.438061685800000045e-01 -3.733767231499999784e-01 3.623495842300000075e-02
1.438299063300000069e-01 -3.936984952199999999e-01 4.869204501700000187e-02
1.438541689199999973e-01 -4.104454729600000018e-01 6.231399524600000212e-02
1.438782712499999950e-01 -4.237278525000000018e-01 7.741803151999999966e-02
1.439022705499999888e-01 -4.332845907299999744e-01 9.365161908100000376e-02
1.439262505999999997e-01 -4.392640408399999807e-01 1.109714713600000041e-01
1.439506102399999987e-01 -4.415737457500000240e-01 1.288075684799999954e-01
1.439745946700000112e-01 -4.401017658899999963e-01 1.472649559199999958e-01
1.439988788600000125e-01 -4.349656196999999724e-01 1.657637646000000020e-01
1.440227599499999955e-01 -4.262380566699999762e-01 1.847043197200000098e-01
1.440470230299999987e-01 -4.144138366899999815e-01 2.031585795799999983e-01
1.440708345800000012e-01 -3.994029342900000112e-01 2.215777464900000049e-01
1.440950910400000118e-01 -3.820637249400000157e-01 2.391143039999999997e-01
1.441191035599999892e-01 -3.623913102899999905e-01 2.558056022899999893e-01
1.441429335499999909e-01 -3.406398819400000000e-01 2.715618067900000265e-01
1.441673819900000098e-01 -3.176334150399999778e-01 2.860438041000000209e-01
1.441914345900000005e-01 -2.931925896900000050e-01 2.994530292600000032e-01
1.442153995300000102e-01 -2.679191765300000250e-01 3.113690803499999937e-01
1.442395425200000136e-01 -2.419760069999999930e-01 3.218040990700000159e-01
1.442636697299999882e-01 -2.155977940999999898e-01 3.309146268100000010e-01
1.442876473599999931e-01 -1.888583999400000046e-01 3.388303919899999794e-01
1.443117609300000048e-01 -1.621178152599999922e-01 3.453555518599999985e-01
1.443358673100000045e-01 -1.355593802299999984e-01 3.503281552599999960e-01
1.443598584100000137e-01 -1.090453322800000041e-01 3.538037581199999781e-01
1.443839521899999978e-01 -8.247613679300000444e-02 3.557946528200000014e-01
1.444080465300000005e-01 -5.576191807499999986e-02 3.563296046600000211e-01
1.444320344499999964e-01 -2.869831639999999989e-02 3.551973260699999857e-01
1.444561467000000099e-01 -1.186973009800000025e-03 3.522334953699999827e-01
1.444802438699999969e-01 2.704753542800000105e-02 3.474453419999999904e-01
1.445042928899999968e-01 5.624342777199999727e-02 3.407139991099999987e-01
1.445283731600000010e-01 8.670738290299999373e-02 3.318221798700000114e-01
1.445524637599999995e-01 1.186348282700000062e-01 3.205664300900000208e-01
1.445764908999999931e-01 1.523424302499999938e-01 3.067805063399999810e-01
1.446005821999999941e-01 1.879745488600000070e-01 2.903712186199999823e-01
1.446246756300000047e-01 2.256755472799999995e-01 2.713394905800000090e-01
1.446487119100000052e-01 2.655758558799999891e-01 2.497794620400000110e-01
1.446727946599999926e-01 3.075047049099999819e-01 2.257921761499999957e-01
1.446968684999999921e-01 3.514859653699999864e-01 1.994039144199999947e-01
1.447209615399999982e-01 3.973380486499999975e-01 1.707829842299999901e-01
1.447449886699999910e-01 4.449588207799999862e-01 1.400180012599999968e-01
1.447690712099999888e-01 4.938516737599999984e-01 1.075180003600000045e-01
1.447931755400000131e-01 5.435347319500000163e-01 7.354477261200000060e-02
1.448171872600000076e-01 5.936689971399999877e-01 3.827490098599999752e-02
1.448412631500000103e-01 6.436989053399999605e-01 2.186716887200000105e-03
1.448653752899999869e-01 6.931248798900000452e-01 -3.428732046900000163e-02
1.448893821699999973e-01 7.415369550399999454e-01 -7.099342771800000451e-02
1.449134690099999900e-01 7.882235929099999927e-01 -1.076226827400000030e-01
1.449375712900000113e-01 8.327483565200000104e-01 -1.439995939800000069e-01
1.449615519199999869e-01 8.749142755800000115e-01 -1.800725821199999910e-01
1.449856645400000033e-01 9.142808040700000083e-01 -2.154069162599999976e-01
1.450097220899999872e-01 9.511077969300000268e-01 -2.500488605399999731e-01
1.450338003799999942e-01 9.852549317300000054e-01 -2.836038511999999789e-01
1.450578666100000025e-01 1.016846289499999889e+00 -3.159768304700000252e-01
1.450819486999999908e-01 1.046007459299999942e+00 -3.472281349699999908e-01
1.451060510399999892e-01 1.073014022800000022e+00 -3.773826585899999753e-01
1.451300584499999879e-01 1.098294531200000090e+00 -4.065711555400000066e-01
